StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1. Metadata_Browser,Q1. Metadata_Version,Q1. Metadata_Operating System,Q1. Metadata_Resolution,Q2. Time_First Click,Q2. Time_Last Click,Q2. Time_Page Submit,Q2. Time_Click Count,Q3. Consent,"Q10. GS1, Time_First Click","Q10. GS1, Time_Last Click","Q10. GS1, Time_Page Submit","Q10. GS1, Time_Click Count","Q12. GS1, Option","Q13. GS1, Rating","Q13. GS1, Rationale","Q10. GS2, Time_First Click","Q10. GS2, Time_Last Click","Q10. GS2, Time_Page Submit","Q10. GS2, Time_Click Count","Q12. GS2, Option","Q13. GS2, Rating","Q14. GS2, Rationale","Q10. GS3, Time_First Click","Q10. GS3, Time_Last Click","Q10. GS3, Time_Page Submit","Q10. GS3, Time_Click Count","Q12. GS3, Option.","Q13. GS3, Rating","Q14. GS3, Rationle","Q10. LS1, Time_First Click","Q10. LS1, Time_Last Click","Q10. LS1, Time_Page Submit","Q10. LS1, Time_Click Count","Q12. LS1, Option","Q13. LS1, Rating","Q14. LS1, Rationale","Q10. LS2, Time_First Click","Q10. LS2, Time_Last Click","Q10. LS2, Time_Page Submit","Q10. LS2, Time_Click Count","Q12. LS2, Option","Q13. LS2, Rating","Q14. LS2, Rationale","Q10. LS3, Time_First Click","Q10. LS3, Time_Last Click","Q10. LS3, Time_Page Submit","Q10. LS3, Time_Click Count","Q12. LS3, Option","Q13. LS3, Rating","Q14. LS3, Rationale",Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q. NEP_1,Q. NEP_2,Q. NEP_3,Q. NEP_4,Q. NEP_5,Q. NEP_6,Q. NEP_7,Q. NEP_8,"Q4. Dem, Time1_First Click","Q4. Dem, Time1_Last Click","Q4. Dem, Time1_Page Submit","Q4. Dem, Time1_Click Count",Q5. Age,Q6. Gender,Q6. Gender_4_TEXT,Q8. Ethnicity,Q8. Ethnicity_6_TEXT,"Q7. Dem, Time2_First Click","Q7. Dem, Time2_Last Click","Q7. Dem, Time2_Page Submit","Q7. Dem, Time2_Click Count",Q9. Education,Q10. Country,Q10. Student,Q91,Q62,Q62_2_TEXT,Q63,Q63_2_TEXT,Q61,Condition
7/17/23 7:41,7/17/23 7:43,IP Address,100,133,TRUE,7/17/23 7:43,R_1CstPlB3Z1vMG63,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1280x720,4.122,4.122,4.906,1,"Yes, I provide my consent and want to take part.",,,,,,,,17.884,42.732,50.879,7,Proposal A,2: Preference for Proposal A,A sounds better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.987,28.939,29.704,9,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",1.457,1.457,3.081,1,25 - 34 years old,Female,,Asian,,1.918,7.566,8.679,3,Bachelor's degree,Malaysia,Yes,No,Yes,,Yes,,,1
7/17/23 7:53,7/17/23 7:57,IP Address,100,224,TRUE,7/17/23 7:57,R_d7mPnKpc7wwIT9n,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1366x768,15.644,16.508,32.329,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,2.485,43.261,55.763,6,Proposal A,3: Slight Preference for Propsal A,preference for proposal,,,,,,,,,,,,,,,4.197,39.825,41.41,12,3: Neutral,3: Neutral,2: Somewhat Agree,4: Somewhat Disagree,"5: Strongly
Disagree",3: Neutral,2: Somewhat Agree,3: Neutral,3.691,6.023,9.766,3,35 - 44 years old,Male,,Asian,,4.506,12.727,14.381,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",pakistan,Yes,No,"No, please describe:",,"No, please describe:",NA,must include questionnaire,3
7/17/23 8:43,7/17/23 8:46,IP Address,100,187,TRUE,7/17/23 8:46,R_2XhXLOpVuIAfcBb,anonymous,EN,0.899999976,Chrome,114.0.0.0,Windows NT 10.0,1494x934,8.297,10.735,12.214,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.668,39.455,97.863,6,Proposal A,3: Slight Preference for Propsal A,Plan A can ensure at least 300 trees to live.,,,,,,,,3.817,24.356,25.651,13,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.026,3.404,4.747,2,25 - 34 years old,Female,,Asian,,3.582,11.792,12.912,5,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Ireland,Yes,I'm not sure,Yes,,Yes,,,4
7/17/23 8:58,7/17/23 9:00,IP Address,100,132,TRUE,7/17/23 9:00,R_1fjERxd2JrHUBDf,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1440x900,13.15,13.15,13.989,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,3.726,53.493,54.3,6,Proposal B,6: Preference for Proposal B,risk seeking for loss,,,,,,,,,,,,,,,2.27,24.339,25.542,12,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,1.689,1.689,3.067,1,25 - 34 years old,Female,,Asian,,2.12,7.984,9.484,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",the Netherlands,Yes,No,Yes,,Yes,,,3
7/17/23 10:14,7/17/23 10:16,IP Address,100,104,TRUE,7/17/23 10:16,R_1eJZ6jpInzjSCo0,anonymous,EN,0.899999976,Chrome,114.0.0.0,Windows NT 10.0,1494x934,7.442,9.317,11.543,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,5.001,18.027,35.403,6,Proposal A,3: Slight Preference for Propsal A,A can ensure at least 300 people to alive,,,,,,,,,,,,,,,,,,,,,,2.946,15.315,17.45,12,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",1.975,3.086,4.328,2,25 - 34 years old,Female,,Asian,,2.06,8.18,9.404,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",China,Yes,No,Yes,,Yes,,,2
7/17/23 7:18,7/17/23 10:38,IP Address,100,11989,TRUE,7/17/23 10:38,R_1CkEdsosKsGT5W6,anonymous,EN,0.899999976,Chrome,114.0.0.0,Android 10,360x780,93.121,97.698,106.866,8,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,21.591,54.756,54.779,12,Proposal B,4: No preference for Proposal A or B,,,,,,,,,,,,,,,,,,,,,,,9.473,49.352,49.808,19,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",1.82,2.359,3.478,2,25 - 34 years old,Female,,Black/African/Caribbean,,1.454,10.43,11.693,6,Bachelor's degree,UK,No,No,Yes,,Yes,,,2
7/17/23 11:09,7/17/23 11:11,IP Address,100,146,TRUE,7/17/23 11:11,R_2s0Ub9fXzWOEaM3,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1920x1080,11.62,11.62,12.937,1,"Yes, I provide my consent and want to take part.",49.035,61.124,70.742,2,Proposal B,1: Strong Preference for Proposal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.953,2.953,2.957,1,,,,,,,,,1.778,1.778,2.76,1,25 - 34 years old,,,,,5.337,5.69,5.691,2,,,,,,,,,,0
7/17/23 11:17,7/17/23 11:21,IP Address,100,197,TRUE,7/17/23 11:21,R_2aQs2YHHJGGOyiu,anonymous,EN,0.400000006,Chrome,111.0.5563.65,Windows NT 10.0,1366x768,0.487,52.223,53.269,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.141,42.312,61.915,8,Proposal B,6: Preference for Proposal B,概率的生还，是值得去拼搏的,2.405,5.308,5.785,8,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,1.574,1.574,2.624,1,25 - 34 years old,Male,,Asian,,2.669,7.515,8.447,3,Bachelor's degree,美国,No,Yes,Yes,,Yes,,暂时没有,5
7/17/23 11:19,7/17/23 11:24,IP Address,100,291,TRUE,7/17/23 11:24,R_PA5hvxWWipvv9x7,anonymous,EN,0.800000012,Chrome,104.0.0.0,Windows NT 6.1,2560x1440,14.062,50.214,53.045,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.524,141.294,142.944,6,Proposal A,1: Strong Preference for Proposal A,"I can't make the decision of death for others, but I should be stable to let more people live",6.98,24.1,24.824,9,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2.055,2.727,3.786,2,25 - 34 years old,Female,,White or Caucasian,,3.95,10.175,11.163,3,Associates or technical degree,US,No,Yes,Yes,,Yes,,no,5
7/17/23 11:32,7/17/23 11:39,IP Address,100,446,TRUE,7/17/23 11:39,R_1GyjIFynyizrR5l,anonymous,EN,0.800000012,Chrome,108.0.0.0,Windows NT 10.0,1364x768,12.849,31.272,33.506,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,3.427,180.108,184.58,6,Proposal A,3: Slight Preference for Propsal A,"Minimizing the mortality of Marine organisms is A good plan to maintain the ecology. If B is chosen, there will be a greater probability of causing the death of more Marine organisms, which is obvious, so I choose A",,,,,,,,,,,,,,,14.006,42.768,44.994,9,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3.428,3.428,7.1,1,35 - 44 years old,Male,,White or Caucasian,,7.33,36.683,39.239,4,Associates or technical degree,America,No,No,Yes,,Yes,,The change of environment is something we all have to face so we need to try our best to keep the ecology of the earth,3
7/17/23 12:05,7/17/23 12:12,IP Address,100,368,TRUE,7/17/23 12:12,R_3jeWLyRoasEV4Lm,anonymous,EN,1,Chrome,79.0.3945.116,Android 9,360x800,10.739,14.734,15.562,4,"Yes, I provide my consent and want to take part.",1.261,144.387,145.251,35,Proposal B,6: Preference for Proposal B,Proposal B more animals will be safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.333,55.075,55.782,27,4: Somewhat Disagree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",1.37,3.772,4.96,4,18 - 24 years old,Male,,Black/African/Caribbean,,1.739,27.947,28.504,10,Bachelor's degree,Newyork,Yes,I'm not sure,Yes,,Yes,,,0
7/17/23 12:33,7/17/23 12:43,IP Address,100,630,TRUE,7/17/23 12:43,R_2hS1UF0dRoJuyT7,anonymous,EN,1,Chrome,79.0.3945.116,Android 9,360x800,6.135,8.024,10.402,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,1.001,172.571,173.499,63,Proposal A,2: Preference for Proposal A,Many animals will be saved than B,,,,,,,,,,,,,,,0.939,11.976,13.079,18,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,"5: Strongly
Disagree",3: Neutral,"5: Strongly
Disagree",3: Neutral,1.531,5.672,6.394,4,25 - 34 years old,Male,,Prefer not to say,,1.482,14.739,15.61,6,Associates or technical degree,London,No,I'm not sure,Yes,,Yes,,,3
7/17/23 12:52,7/17/23 12:54,IP Address,100,131,TRUE,7/17/23 12:54,R_eS5rjABSzu2MSRP,anonymous,EN,0.899999976,Safari iPhone,Unknown,iPhone,414x896,2.916,4.671,5.423,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.713,35.333,45.279,14,Proposal B,5: Slight reference for Proposal B,Slight outcome of less treees being logged,,,,,,,,1.995,36.937,38.539,20,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,1.292,3.472,5.236,3,18 - 24 years old,Female,,White or Caucasian,,3.32,8.046,8.909,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",UK,Yes,No,Yes,,Yes,,,4
7/17/23 14:09,7/17/23 14:11,IP Address,100,107,TRUE,7/17/23 14:11,R_1jThMvGOaPsmKh8,anonymous,EN,0.899999976,Chrome,114.0.5735.196,Android 13,384x832,2.846,4.36,4.916,4,"Yes, I provide my consent and want to take part.",,,,,,,,0.972,15.628,31.713,10,Proposal A,1: Strong Preference for Proposal A,Being utterly sure thay the trees will be preserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.351,23.419,23.89,13,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",1.739,2.493,3.089,2,25 - 34 years old,Female,,Black/African/Caribbean,,1.878,12.167,12.654,8,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Hungary,Yes,No,Yes,,Yes,,,1
7/17/23 14:57,7/17/23 15:00,IP Address,100,127,TRUE,7/17/23 15:00,R_1FfDJHDMW1HyDAJ,anonymous,EN,0.899999976,Chrome,114.0.0.0,Macintosh,1440x900,3.601,3.601,4.546,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.572,56.728,67.283,4,Proposal B,5: Slight reference for Proposal B,at least people still have a chance to survive,3.603,11.993,13.41,10,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,3: Neutral,1.486,1.486,2.774,1,25 - 34 years old,Female,,Asian,,2.309,9.242,11.134,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Thailand,Yes,No,Yes,,Yes,,,5
7/17/23 17:04,7/17/23 17:07,IP Address,100,133,TRUE,7/17/23 17:07,R_0xlEfSFhuktq8k9,anonymous,EN,0.899999976,Chrome,114.0.5735.196,Android 13,360x780,4.082,5.909,6.397,4,"Yes, I provide my consent and want to take part.",3.027,51.903,55.597,23,Proposal A,2: Preference for Proposal A,Better to save 300 than none at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.188,25.032,25.501,17,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,1.191,2.197,2.978,3,35 - 44 years old,Female,,White or Caucasian,,2.001,7.074,7.801,5,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Australia,Yes,No,Yes,,Yes,,None. Good luck for your research,0
7/17/23 18:29,7/17/23 18:41,IP Address,100,744,TRUE,7/17/23 18:41,R_3MPBC0Rjv0fEcSk,anonymous,EN,0.699999988,Chrome,107.0.0.0,Windows NT 10.0,1607x809,19.317,41.829,43.435,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,3.233,380.396,381.864,8,Proposal A,2: Preference for Proposal A,Plan A guarantees a third of the survivors,,,,,,,,,,,,,,,,,,,,,,2.738,50.514,52.159,12,3: Neutral,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3.819,3.819,5.571,1,35 - 44 years old,Male,,White or Caucasian,,9.223,53.382,56.786,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,,Yes,,Not yet,2
7/17/23 18:39,7/17/23 18:42,IP Address,100,174,TRUE,7/17/23 18:42,R_2AQYt1xtr4B3RNG,anonymous,EN,0.899999976,Safari,537.36,Android 10,360x748,11.671,12.986,13.941,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.962,52.516,52.531,20,Proposal A,5: Slight reference for Proposal B,,1.157,9.589,10.363,14,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.587,4.295,4.782,3,18 - 24 years old,Male,,White or Caucasian,,1.978,43.854,44.384,9,Bachelor's degree,The United States,No,Yes,Yes,,Yes,,,5
7/17/23 19:52,7/17/23 19:59,IP Address,100,451,TRUE,7/17/23 19:59,R_10T9Z2fjOg0IFMO,anonymous,EN,0.400000006,Chrome,109.0.5414.86,Android 10,360x800,11.588,17.314,18.926,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.656,35.488,64.701,18,Proposal A,1: Strong Preference for Proposal A,Because we still have to leave some trees for them to grow.,,,,,,,,0.992,25.033,26.018,20,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,16.326,17.177,17.601,2,25 - 34 years old,Female,,Asian,,2.451,18.9,20.5,7,Associates or technical degree,The United States,No,Yes,Yes,,Yes,,NO,4
7/17/23 19:58,7/17/23 20:04,IP Address,100,328,TRUE,7/17/23 20:04,R_zUrCUUJg0igxJxn,anonymous,EN,1,Chrome,100.0.4896.60,Windows NT 6.1,1920x1080,4.917,7.821,8.595,2,"Yes, I provide my consent and want to take part.",29.352,116.271,117.38,9,Proposal A,7: Strong Preference for Proposal B,"All living things have the right to live, as long as they can survive is basic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.517,40.101,40.554,11,4: Somewhat Disagree,3: Neutral,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",2.594,3.394,3.774,2,25 - 34 years old,Male,,White or Caucasian,,2.819,19.938,20.694,5,Associates or technical degree,America,No,Yes,Yes,,Yes,,"I hope whoever has the right to decide, please treat all living things kindly",0
7/17/23 20:26,7/17/23 20:31,IP Address,100,291,TRUE,7/17/23 20:31,R_3PYzBiq8hsa4ZGx,anonymous,EN,0.400000006,Chrome,106.0.0.0,Windows NT 6.1,1920x1080,25.307,25.307,35.226,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,56.265,72.765,75.938,4,Proposal B,6: Preference for Proposal B,none,,,,,,,,,,,,,,,7.554,26.57,27.368,9,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,1.929,1.929,2.894,1,35 - 44 years old,Male,,Black/African/Caribbean,,5.298,32.545,34.094,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,Yes,Yes,Yes,,Yes,,none,3
7/17/23 20:35,7/17/23 20:41,IP Address,100,374,TRUE,7/17/23 20:41,R_1zucqQ9Tg9JbBW9,anonymous,EN,1,Chrome,100.0.4896.60,Macintosh,1920x1080,12.865,12.865,34.23,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61,155.13,156.917,3,Proposal A,3: Slight Preference for Propsal A,The risks of Plan B are large and unbearable,23.377,30.026,31.173,11,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",5.281,5.281,6.277,1,35 - 44 years old,Male,,White or Caucasian,,7.19,32.382,33.465,4,Bachelor's degree,America,No,Yes,Yes,,Yes,,none,5
7/17/23 20:51,7/17/23 20:53,IP Address,100,155,TRUE,7/17/23 20:53,R_12GuOUXGXkRDMQI,anonymous,EN,0.800000012,Chrome,92.0.4515.105,Android 10,360x748,16.067,17.832,18.409,4,"Yes, I provide my consent and want to take part.",1.71,7.932,8.463,9,Proposal A,2: Preference for Proposal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,12.915,15.048,16,2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,1.589,2.644,3.081,3,25 - 34 years old,Male,,White or Caucasian,,4.942,41.74,42.394,7,Bachelor's degree,USA,No,Yes,Yes,,Yes,,,0
7/17/23 20:00,7/17/23 21:13,IP Address,100,4378,TRUE,7/17/23 21:13,R_UWsvAfbMy0ifixj,anonymous,EN,0.800000012,Chrome,109.0.5414.86,Android 10,360x800,10.783,23.098,25.809,10,"Yes, I provide my consent and want to take part.",,,,,,,,22.04,74.979,75.957,32,Proposal A,1: Strong Preference for Proposal A,Can't all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.058,24.211,24.897,26,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,7.538,8.889,9.4,3,25 - 34 years old,Male,,Asian,,4.4,13.297,14.166,7,Associates or technical degree,加州,No,Yes,Yes,,Yes,,NO,1
7/17/23 21:10,7/17/23 21:20,IP Address,100,558,TRUE,7/17/23 21:20,R_2PBtECAwgoDDRKE,anonymous,EN,0,Chrome,103.0.0.0,Macintosh,1536x864,22.206,22.206,23.128,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.307,188.498,197.731,5,Proposal A,5: Slight reference for Proposal B,Probability problem B is so small that if you choose A you will at least keep the trees and if you choose B the trees will almost always be cut down,,,,,,,,73.698,153.415,155.906,10,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",6.998,6.998,8.085,1,18 - 24 years old,Male,,White or Caucasian,,8.35,47.062,48.699,5,Associates or technical degree,America,No,Yes,Yes,,Yes,,The problem needs to be explored in depth,4
7/17/23 21:11,7/17/23 21:21,IP Address,100,608,TRUE,7/17/23 21:22,R_2SqRr4Ik7Xt180F,anonymous,EN,0.800000012,Chrome,95.0.864.111,Macintosh,1536x864,17.154,17.154,17.97,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,167.044,340.468,341.557,6,Proposal A,2: Preference for Proposal A,"Because there is only a 1% chance of choosing b, although only 300 people in A can still plant trees",,,,,,,,,,,,,,,,,,,,,,32.522,58.751,59.633,8,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,3: Neutral,8.161,8.161,9.415,1,18 - 24 years old,Male,,White or Caucasian,,5.264,53.625,55.451,15,Associates or technical degree,Florida,No,Yes,Yes,,Yes,,no,2
7/17/23 21:14,7/17/23 21:22,IP Address,100,505,TRUE,7/17/23 21:22,R_2EB4Tgvzsa5wMDH,anonymous,EN,0.699999988,Chrome,98.0.4758.102,Android 12,360x800,4.648,18.71,20.267,4,"Yes, I provide my consent and want to take part.",,,,,,,,0.795,4.801,10.334,6,Proposal A,1: Strong Preference for Proposal A,absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,6.641,7.608,12,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,4: Somewhat Disagree,0.601,1.632,2.262,2,25 - 34 years old,Female,,Black/African/Caribbean,,0.687,9.3,9.918,6,Completed high school / secondary school,United States,No,No,Yes,,Yes,,absence,1
7/17/23 22:41,7/17/23 22:46,IP Address,100,299,TRUE,7/17/23 22:46,R_OwiKJtRbkM2WaY1,anonymous,EN,0.699999988,Safari,537.36,Android 9,360x760,10.651,11.66,12.666,3,"Yes, I provide my consent and want to take part.",,,,,,,,1.197,21.706,31.65,14,Proposal B,6: Preference for Proposal B,my use feel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.148,22.862,23.339,22,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",1.1,2.711,3.501,2,35 - 44 years old,Female,,White or Caucasian,,16.096,25.228,25.617,8,Associates or technical degree,America,No,Yes,Yes,,Yes,,,1
7/17/23 22:48,7/17/23 22:58,IP Address,100,598,TRUE,7/17/23 22:58,R_1gnCwFEmIOM8IJx,anonymous,EN,1,Safari iPhone,14.1.1,iPhone,390x844,30.181,31.122,32.086,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,2.806,137.374,140.093,18,Proposal A,4: No preference for Proposal A or B,It feels the same.,,,,,,,,,,,,,,,,,,,,,,5.781,26.425,27.524,25,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",0.984,3.58,4.18,6,18 - 24 years old,Female,,White or Caucasian,,2.249,14.382,14.994,9,Completed high school / secondary school,USA,No,I'm not sure,Yes,,Yes,,You can insert some pictures of natural destruction.,2
7/17/23 22:44,7/17/23 23:10,IP Address,100,1555,TRUE,7/17/23 23:10,R_3Gq8E5G6F4iA11R,anonymous,EN,0.699999988,Safari,537.36,Android 13,393x895,27.844,29.145,31.29,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.688,113.697,115.818,23,Proposal A,3: Slight Preference for Propsal A,It's hard to comment,1.809,54.504,55.447,18,3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,3: Neutral,2: Somewhat Agree,4: Somewhat Disagree,"5: Strongly
Disagree",3.204,3.204,4.535,1,25 - 34 years old,Male,,White or Caucasian,,2.887,54.781,55.586,12,Prefer not to say,United States,Yes,I'm not sure,Yes,,Yes,,,5
7/17/23 23:07,7/17/23 23:17,IP Address,100,601,TRUE,7/17/23 23:17,R_1pEcaHA7tW3qK4Q,anonymous,EN,1,Chrome,108.0.0.0,Windows NT 10.0,1440x752,18.896,48.029,54.138,9,"Yes, I provide my consent and want to take part.",2.959,99.415,100.879,14,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,144.932,146.909,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",5.908,5.908,9.392,1,25 - 34 years old,Male,,White or Caucasian,,49.998,77.618,92.231,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,,Yes,,I hope I can appeal to more people to protect the environment,0
